attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,description,top_review,ID
The Bicycle Station,"1201 Washington St, Columbus, IN 47201-5721",47201,5,2,https://www.tripadvisor.com/Attraction_Review-g37027-d19947405-Reviews-The_Bicycle_Station-Columbus_Indiana.html,"We are a small, family-owned business that strives to provide excellent products and service to our community. We service all brands of bicycles, from flat repairs to full overhauls, and everything in between. Additionally, we offer a full fleet of rental mountain, road / gravel, and town bikes. ","We are in town for the weekend camping at Ceraland and my son hit my bike and bent the wheel.  The bike was in need of repair to be able to ride - The Bicycle Station took a look at my bike immediately and fixed me up within 30 minutes.  Despite being super busy they took out time to get me back on the trails at the campground so we could enjoy our weekend.  They have lots of beautiful bikes in their store and were super friendly.  I recommend checking them out for rentals, repairs, purchases and general bike advice.  Thanks again!! 🚲 ❤️",2379
Columbus Bowling Center,"3010 State St, Columbus, IN 47201-7454",47201,4.5,2,https://www.tripadvisor.com/Attraction_Review-g37027-d12867547-Reviews-Columbus_Bowling_Center-Columbus_Indiana.html,Columbus Bowling Center,"Hidden fun center! We had never been for a family fun night before and decided to go for cosmic bowling on Thanksgiving Eve. We had lots of laughs and fun! Great affordable price for a larger group. Clean, plenty of room, fun backgrounds on the screens. The juke box song list was fun and watching people of all ages join in the dance moves was too funny! The guys from the desk and the bar were so much fun! ( great drinks too!) You couldn’t ask for better customer service! Great group of guys! We will be back! ",2482
Out of The Blue Finds,"1600 Central Ave, Columbus, IN 47201-5307",47201,5,2,https://www.tripadvisor.com/Attraction_Review-g37027-d7320846-Reviews-Out_of_The_Blue_Finds-Columbus_Indiana.html,Out of The Blue Finds,,2509
AMC Showplace Columbus 12,"555 Creekview Ct, Columbus, IN 47201-2608",47201,3.5,18,https://www.tripadvisor.com/Attraction_Review-g37027-d7385733-Reviews-AMC_Showplace_Columbus_12-Columbus_Indiana.html,AMC Showplace Columbus 12,"Good movies but high priced concessions.  Popcorn and drink for two is $ 25.00, $ 30.00 according to what size you get!   And, the popcorn is NEVER fresh!  All other food items are priced higher. I agree with other reviews that the bathrooms are always FILTHY!  I never use them.",2862
Powerhouse Brewing Company,"322 4th St, Columbus, IN 47201-6726",47201,3,5,https://www.tripadvisor.com/Attraction_Review-g37027-d5837022-Reviews-Powerhouse_Brewing_Company-Columbus_Indiana.html,Powerhouse Brewing Company,"We stopped at the Powerhouse Brewing Company for lunch after completing the self-guided downtown walking architecture tour.  It's a convenient location for lunch and, since we were traveling during the pandemic, ideal as they had outdoor seating which also allowed us to eat with our leashed dogs.  The fare offered were brewpub standards (burgers, salads, wraps), but reasonably well executed and priced.  We split a California Wrap and Power House burger, and sweet potato fries among the 3 of us and were satisfied.  They also had a water bowl for our dogs, which we appreciated!  Unfortunately, due to COVID, they weren't brewing their own beer, but they offered a good selection of state and regional beers on tap.  Street parking was plentiful.  Solid option for eating good pub grub and drinking good beer outside in downtown Columbus.",2973
Columbus Massage Center and Salon,"3126 17th St, Columbus, IN 47201-5561",47201,4,1,https://www.tripadvisor.com/Attraction_Review-g37027-d4358171-Reviews-Columbus_Massage_Center_and_Salon-Columbus_Indiana.html,"Columbus Massage Center and Salon is a full service Salon and Day Spa. Our offerings include: massage, facials, waxing, manicures, pedicures, makeup applications and a full service hair salon.",,3069
The Miller House and Garden,"506 5th St, Columbus, IN 47201-6225",47201,5,226,https://www.tripadvisor.com/Attraction_Review-g37027-d2169859-Reviews-The_Miller_House_and_Garden-Columbus_Indiana.html,"The Miller House and Garden is accessible by guided tour only. Tours are scheduled March - December. The property is closed January - February for conservation work. The 1957 Miller House and Garden showcases the work of leading 20th-century architects and designers Eero Saarinen, Alexander Girard, and Dan Kiley. In 2000, the Miller House and Garden was awarded National Historic Landmark status. The Miller House is only accessible on guided tours because it is located in a private residential neighborhood. Tours begin and end at The Columbus Area Visitors Center, 506 Fifth Street (not at the house). The tour is oriented to adults and children over 10 – please note only children over 10 are allowed on the tour and all guests must purchase a ticket.","Fantastic tour that I'm sorry I waited so long to take. I woke up a couple days later thinking about the family, architects, builders, gardeners, and anyone else involved with every single detail in this amazing home. I'm just grateful it's open to the public for tours. J. Irwin Miller seems to have been a giant among men, and I especially admire his work on civil rights. I love history, and this was an excellent and informative tour. I highly recommend it, and I didn't realize until we went that the tour is the only way you can see the house (by shuttle from the Columbus Visitor's Center). Be sure to book early; it's a don't miss.",3540
Columbus Symphony Orchestra,"Home Street, Columbus, IN 47202",47202,4,2,https://www.tripadvisor.com/Attraction_Review-g37027-d2720295-Reviews-Columbus_Symphony_Orchestra-Columbus_Indiana.html,Columbus Symphony Orchestra,"I didn't get to hear the symphony in the church which I believe has incredible acoustics, but rather in the school auditorium. Regardless, the show was wonderful. And actually, the venue made it feel more intimate. Thoroughly enjoyed it. ",1253
Atterbury-Bakalar Air Museum,"4742 Ray Boll Blvd, Columbus, IN 47203-1759",47203,5,29,https://www.tripadvisor.com/Attraction_Review-g37027-d8476196-Reviews-Atterbury_Bakalar_Air_Museum-Columbus_Indiana.html,Atterbury-Bakalar Air Museum,A museum that contains a lot of information and displays with a staff that is truly dedicated to their mission. Very informative and with no admission fee.,300
Simmons Winery,"8111 E 450 N, Columbus, IN 47203-8106",47203,4.5,50,https://www.tripadvisor.com/Attraction_Review-g37027-d4480950-Reviews-Simmons_Winery-Columbus_Indiana.html,Simmons Winery,,310
CERA,"3989 S 525 E, Columbus, IN 47203-9518",47203,3.5,26,https://www.tripadvisor.com/Attraction_Review-g37027-d7106753-Reviews-CERA-Columbus_Indiana.html,CERA,"Arrived on Tuesday leaving Thursday. Come to find out go-cart track has no go-carts for rent, golf cart rentals are $10 a day but rental means they'll sell you a permit to drive your own. The landing bar and restaurant opens on Thursday,  all this they failed to tell us when booking. You can mini golf if you walk to the office and get your clubs and balls. There is a nice pool with small water slide. They put us on a site where they came after we were set up, with heavy equipment parked nextdoor to us to cut a tree down on the site across from us. They worked from 3 until 6:30, noy very relaxing, especially when there's at least 100 empty sites. The director is supposed to call us, it's now 11am Wednesday, no call yet. We learned, ask questions, don't just go by the website and brochure. ",821
First Baptist Church,"3300 Fairlawn Dr, Columbus, IN 47203-2798",47203,5,10,https://www.tripadvisor.com/Attraction_Review-g37027-d673334-Reviews-First_Baptist_Church-Columbus_Indiana.html,First Baptist Church,"This wonderful church, by Harry Weese, is so calming and satisfying from the exterior.   The interior is simplicity personified - it is a prayerful place.   Do tour the building, and notice the Chapel as well.",1143
Freedom Field,"1400 Parkside Dr, Columbus, IN 47203-1404",47203,5,2,https://www.tripadvisor.com/Attraction_Review-g37027-d12395796-Reviews-Freedom_Field-Columbus_Indiana.html,Freedom Field,"Freedom field provides a variety of playground equipment (swings, slides, jungle jims, etc.) for two age groups: 3-5 and 5-12. It is located behind Parkside Elementary School which has exclusive use of it during part of the school day for its own students.",1454
Otter Creek Golf Course,"11522 E 50 N, Columbus, IN 47203-9305",47203,5,9,https://www.tripadvisor.com/Attraction_Review-g37027-d7790884-Reviews-Otter_Creek_Golf_Course-Columbus_Indiana.html,Otter Creek Golf Course,,1864
Jackson-Washington State Forest,"1278 E State Road 250, Brownstown, IN 47220-9666",47220,4,5,https://www.tripadvisor.com/Attraction_Review-g36967-d12944430-Reviews-Jackson_Washington_State_Forest-Brownstown_Indiana.html,Jackson-Washington State Forest,,985
Stream Cliff Herb Farm and Winery,"8225 S County Road 90 W, Commiskey, IN 47227-9591",47227,4.5,101,https://www.tripadvisor.com/Attraction_Review-g37028-d1605454-Reviews-Stream_Cliff_Herb_Farm_and_Winery-Commiskey_Indiana.html,"Stream Cliff Herb Farm, Tearoom & Winery is a 5th generation family owned farm in Southeastern Indiana. It is s beautiful place to spend the day relaxing and enjoying fine wine and delicious homemade food. Our restaurant uses fresh herbs and edible flowers to create unique gourmet meals. The winery features over eighteen varieties of handcrafted wines, ranging from bold, dry reds to sweet fruit wines. There are several garden areas to stroll through and many peaceful areas to relax. We specialize in herbs, perennials and unusual annuals. There are thousands of plants for sale in addition to three gift shops full of books, candles, gardening items and much more. We offer classes on gardening, cooking with wine and herbs, and handcrafts. The restaurant, gift shops, plant and garden areas are open April through mid October. The winery's hours extend further into the winter. Please check our website for days and hours of operation.","I had lunch at the Twigs and Sprigs Restaurant yesterday 7/9. It was around 1pm and the host was very nice, but after she seated me, I had to wait a good 15 minutes before anyone came to service me. I actually had to tell the hostess nobody had waited on me. I then ordered the Summer Salad with Blueberry Dressing and they brought it out with no strawberries on it. I then had to ask for them! The girl that waited on me was great (Devon) and very kind. I just wish others working in the restaurant were as hospitable. I felt totally ignored until I asked to be helped. The food was very good though and it was nice meeting Betty the owner.",410
